0	909	1
0	1135	1
0	1237	1
0	1544	1
0	1903	1
0	2576	1
0	2870	1
0	3057	1
1	708	1
1	1271	1
1	1997	1
1	2126	1
1	2160	1
1	3260	1
2	65	1
2	272	1
2	1097	1
2	1146	1
2	1215	1
2	2483	1
2	2668	1
2	2676	1
2	3030	1
2	3080	1
2	3204	1
2	3360	1
3	128	1
3	336	1
3	888	1
3	1221	1
3	1620	1
3	1679	1
3	1807	1
3	1821	1
3	1825	1
3	1843	1
3	2168	1
3	2409	1
3	2867	1
3	3101	1
3	3147	1
3	3294	1
3	3354	1
3	3396	1
4	149	1
4	1400	1
4	1401	1
4	1827	1
4	2396	1
4	2740	1
5	234	1
5	2508	1
5	2542	1
5	2549	1
5	2576	1
6	138	1
6	1903	1
6	2014	1
6	2853	1
6	2928	1
7	510	1
7	1431	1
7	2659	1
7	2661	1
7	2689	1
7	2733	1
7	2841	1
7	3004	1
8	510	1
8	2001	1
8	2466	1
8	2580	1
8	2594	1
8	2600	1
8	2614	1
8	2676	1
8	2689	1
8	2892	1
8	2952	1
8	3030	1
8	3084	1
8	3138	1
8	3147	1
8	3294	1
8	3396	1
8	3401	1
8	3481	1
8	3563	1
8	3564	1
9	2001	1
9	2065	1
9	2155	1
9	2470	1
9	2923	1
9	3084	1
9	3100	1
9	3132	1
9	3204	1
9	3427	1
9	3491	1
9	3525	1
9	3527	1
9	3535	1
9	3571	1
9	3572	1
9	3588	1
10	428	1
10	730	1
10	2243	1
10	2407	1
10	3022	1
10	3111	1
11	167	1
11	1055	1
11	1886	1
11	1947	1
11	2142	1
11	2359	1
11	2397	1
11	2466	1
11	2484	1
11	2853	1
11	2857	1
11	2972	1
11	3032	1
11	3084	1
11	3191	1
11	3535	1
11	3556	1
12	624	1
12	1052	1
12	1076	1
12	1127	1
12	1597	1
12	1658	1
12	1703	1
12	1797	1
12	2483	1
12	2689	1
13	362	1
13	597	1
13	909	1
13	1706	1
13	1938	1
13	2001	1
13	2053	1
13	2267	1
13	2276	1
13	2395	1
13	2411	1
13	2614	1
13	2651	1
13	2676	1
13	2754	1
13	2905	1
13	2908	1
13	2912	1
13	2952	1
13	3030	1
13	3032	1
13	3084	1
13	3100	1
13	3132	1
13	3165	1
13	3477	1
13	3579	1
13	3582	1
14	597	1
14	598	1
14	624	1
14	676	1
14	737	1
14	817	1
14	831	1
14	851	1
14	856	1
14	904	1
14	1028	1
14	1123	1
14	1130	1
14	1171	1
14	1266	1
14	1289	1
14	1336	1
14	1613	1
14	1825	1
14	1843	1
14	2001	1
14	2023	1
14	2038	1
14	2064	1
14	2158	1
14	2160	1
14	2262	1
14	2301	1
14	2392	1
14	2395	1
14	2405	1
14	2411	1
14	2466	1
14	2480	1
14	2483	1
14	2580	1
14	2581	1
14	2597	1
14	2598	1
14	2600	1
14	2612	1
14	2614	1
14	2661	1
14	2665	1
14	2706	1
14	2735	1
14	2752	1
14	2760	1
14	2771	1
14	2929	1
14	2952	1
14	2965	1
14	2976	1
14	2998	1
14	3021	1
14	3055	1
14	3065	1
14	3084	1
14	3111	1
14	3132	1
14	3138	1
14	3147	1
14	3164	1
14	3165	1
14	3176	1
14	3191	1
14	3281	1
14	3333	1
14	3373	1
14	3380	1
14	3454	1
14	3475	1
14	3487	1
14	3493	1
14	3521	1
14	3527	1
14	3528	1
14	3546	1
14	3580	1
14	3582	1
14	3585	1
14	3600	1
14	3604	1
15	504	1
15	1508	1
15	1597	1
15	1656	1
15	1659	1
15	2615	1
15	3136	1
16	74	1
16	236	1
16	2001	1
16	2659	1
16	2668	1
16	2689	1
16	2708	1
16	2760	1
16	2841	1
16	2853	1
16	2952	1
16	3056	1
16	3084	1
16	3100	1
16	3230	1
16	3535	1
16	3565	1
16	3580	1
